Iteration: 1
Team ,Score ,Strategy
25,-37,[9 12 11 1 4 8 5 3 6 10 7 13 2]
Iteration: 117
Team ,Score ,Strategy
1,164,[6 5 3 10 7 11 1 8 4 12 2 9 13]
2,260,[6 5 3 1 4 11 10 7 8 12 2 9 13]
3,248,[3 5 1 11 4 7 8 9 12 13 2 10 6]
4,367,[3 1 6 11 2 7 8 9 5 12 4 10 13]
5,148,[1 8 12 3 6 7 4 9 5 10 2 13 11]
6,-79,[3 5 12 11 7 10 8 9 6 13 2 1 4]
7,-191,[9 5 12 3 6 7 11 1 13 10 8 4 2]
8,121,[13 4 6 2 5 8 1 10 3 9 7 11 12]
9,-311,[6 13 12 7 11 5 9 2 3 1 4 10 8]
10,-193,[11 7 10 3 8 5 12 13 6 4 9 1 2]
11,89,[2 11 10 9 5 8 6 3 4 1 7 13 12]
12,-186,[12 10 6 8 2 9 13 4 3 1 11 7 5]
13,-97,[8 6 1 10 13 7 11 5 9 3 4 12 2]
14,-8,[7 6 1 3 13 11 9 10 4 8 5 12 2]
15,397,[3 6 5 1 9 4 11 8 12 2 7 13 10]
16,-209,[11 9 1 10 13 3 4 7 2 12 6 5 8]
17,172,[3 8 9 6 7 4 5 1 11 12 10 2 13]
18,-561,[6 9 10 8 12 13 7 4 2 11 1 5 3]
19,24,[11 4 3 10 2 6 9 5 13 12 7 1 8]
20,-69,[11 4 12 9 3 8 5 6 10 1 7 2 13]
21,90,[9 2 12 4 1 3 13 5 8 10 11 7 6]
22,224,[3 7 2 8 6 11 9 1 4 12 13 10 5]
23,69,[1 3 12 8 10 2 13 9 6 7 11 5 4]
24,-309,[12 13 3 10 4 1 11 8 2 9 5 6 7]
25,-160,[10 8 3 7 6 12 5 11 1 9 2 13 4]
Iteration: 118
Team ,Score ,Strategy
1,189,[3 8 9 6 7 4 5 1 11 12 10 2 13]
2,418,[3 6 5 1 9 4 2 8 12 11 7 13 10]
3,38,[3 5 1 12 4 11 10 7 8 13 2 9 6]
4,-34,[3 7 9 8 6 11 5 1 4 12 13 10 2]
5,397,[3 1 9 6 7 5 8 2 11 12 4 10 13]
6,197,[3 7 2 11 4 9 8 1 12 13 5 10 6]
7,-135,[11 6 9 8 3 1 4 12 5 10 2 13 7]
8,-46,[9 3 4 7 12 2 10 5 8 13 11 6 1]
9,-271,[6 9 7 10 1 5 4 12 13 11 2 8 3]
10,-78,[4 12 8 1 5 13 10 6 2 7 9 11 3]
11,343,[7 8 2 4 5 1 6 9 10 13 3 11 12]
12,-177,[13 3 9 2 10 7 8 12 6 1 5 4 11]
13,483,[1 4 3 5 10 2 6 8 9 13 12 11 7]
14,-84,[1 7 12 11 13 6 10 3 2 4 8 5 9]
15,87,[5 4 10 3 9 1 2 12 11 8 13 6 7]
16,-110,[10 4 11 8 1 2 5 12 7 9 3 13 6]
17,-41,[10 5 4 2 13 12 8 7 1 3 6 9 11]
18,-116,[6 5 8 12 1 11 2 13 7 3 9 4 10]
19,-259,[11 10 7 12 3 6 2 13 1 5 9 4 8]
20,-37,[10 2 9 11 3 1 8 7 13 5 6 12 4]
21,-146,[1 12 4 3 10 13 6 7 11 9 8 2 5]
22,-326,[11 5 12 10 2 4 13 1 9 8 3 7 6]
23,-105,[12 3 10 2 1 11 7 13 4 8 5 6 9]
24,-294,[11 10 3 12 7 6 13 2 1 4 8 9 5]
25,107,[6 8 1 10 2 3 4 12 9 7 13 5 11]
Iteration: 119
Team ,Score ,Strategy
1,108,[3 8 9 6 7 4 5 1 11 12 10 2 13]
2,59,[3 8 9 11 7 4 6 1 12 5 10 2 13]
3,120,[1 4 9 5 7 10 6 8 13 12 3 11 2]
4,120,[1 4 9 5 7 10 6 8 13 12 3 11 2]
5,242,[3 4 2 5 10 11 8 6 9 13 1 12 7]
6,414,[3 1 9 6 7 5 8 2 11 12 10 4 13]
7,-449,[12 13 6 9 7 11 8 10 5 1 4 3 2]
8,95,[2 7 6 4 9 8 10 13 5 11 12 1 3]
9,-30,[2 13 11 5 4 7 1 12 6 10 9 3 8]
10,4,[13 2 7 8 1 6 5 4 11 10 12 3 9]
11,-78,[2 10 5 9 4 12 11 8 13 6 7 3 1]
12,-27,[9 6 3 2 12 11 7 5 4 13 8 1 10]
13,-408,[11 8 4 12 13 7 9 6 5 2 3 10 1]
14,-164,[5 13 8 11 9 2 3 10 12 1 6 7 4]
15,-17,[3 12 7 13 4 2 5 6 11 1 9 8 10]
16,-321,[11 12 6 4 10 9 5 8 7 1 2 13 3]
17,-148,[7 12 2 8 5 13 9 11 3 4 6 1 10]
18,185,[2 8 12 9 1 4 10 5 6 13 11 7 3]
19,-90,[8 12 9 5 10 3 1 7 2 6 4 13 11]
20,67,[3 1 13 2 12 11 5 9 10 4 8 7 6]
21,67,[1 6 7 10 12 9 3 5 8 13 11 4 2]
22,182,[12 2 6 1 4 9 7 5 13 8 11 3 10]
23,-139,[2 13 7 4 8 5 11 9 12 10 6 1 3]
24,84,[2 7 11 3 12 5 6 1 13 9 8 10 4]
25,124,[5 6 7 12 2 1 4 10 3 11 9 13 8]
Iteration: 120
Team ,Score ,Strategy
1,106,[1 4 9 5 7 10 6 8 13 12 3 11 2]
2,80,[3 8 12 9 1 4 10 2 6 13 11 7 5]
3,87,[1 4 6 5 7 9 10 8 13 12 11 3 2]
4,208,[2 4 12 9 1 10 8 5 6 13 3 7 11]
5,-69,[12 4 2 5 6 11 8 10 13 9 1 3 7]
6,302,[1 4 9 5 7 10 3 8 6 13 11 12 2]
7,-72,[10 13 5 6 4 7 3 1 8 9 2 12 11]
8,-382,[2 9 5 11 13 10 6 12 4 8 3 7 1]
9,210,[2 10 1 3 13 7 8 5 11 12 4 9 6]
10,197,[3 10 2 5 7 1 8 12 13 11 6 9 4]
11,118,[1 6 11 10 7 8 4 5 2 9 12 13 3]
12,-115,[11 5 7 9 8 6 4 3 12 13 2 1 10]
13,-147,[9 7 4 10 6 13 11 1 2 8 3 12 5]
14,-298,[8 11 6 10 13 5 2 7 3 9 1 12 4]
15,57,[11 9 3 10 2 7 6 8 1 13 5 4 12]
16,63,[1 11 7 2 13 5 3 4 10 9 12 6 8]
17,-174,[4 12 11 6 7 13 1 2 10 3 9 8 5]
18,-93,[8 10 11 9 5 2 7 6 1 3 13 4 12]
19,53,[4 13 12 6 3 1 2 7 8 5 9 11 10]
20,-374,[4 12 9 10 8 6 13 1 3 11 5 7 2]
21,36,[4 10 7 13 1 2 3 11 9 12 8 5 6]
22,49,[3 2 13 12 1 11 9 7 5 8 6 10 4]
23,353,[2 5 10 9 3 1 8 7 12 13 4 11 6]
24,-330,[6 7 11 12 13 9 1 4 5 2 10 8 3]
25,135,[9 10 2 5 11 1 7 3 4 13 12 8 6]
Iteration: 121
Team ,Score ,Strategy
1,24,[9 10 2 5 11 1 7 3 4 13 12 8 6]
2,344,[2 4 1 3 13 10 8 5 11 12 9 7 6]
3,242,[9 10 2 5 7 1 3 8 6 13 11 12 4]
4,-10,[2 4 9 3 13 10 8 5 6 12 11 7 1]
5,435,[1 4 2 5 7 3 8 12 13 11 6 10 9]
6,344,[2 4 1 3 13 10 8 5 11 12 9 7 6]
7,-207,[1 3 12 10 13 11 8 5 7 9 4 2 6]
8,98,[3 2 4 10 6 8 12 9 7 11 5 1 13]
9,61,[13 7 4 2 11 5 3 1 8 10 6 12 9]
10,-334,[9 7 12 11 3 8 2 13 1 10 6 4 5]
11,-497,[5 11 9 12 8 10 13 7 4 3 6 2 1]
12,499,[4 1 6 2 3 8 9 13 7 5 11 12 10]
13,-14,[6 3 10 12 5 4 2 13 8 9 7 11 1]
14,-516,[5 11 10 12 13 7 8 6 4 1 3 9 2]
15,-277,[7 8 13 11 3 4 9 5 10 6 2 1 12]
16,-248,[10 2 9 13 6 12 8 4 11 1 7 5 3]
17,9,[1 2 11 10 5 7 13 12 4 6 8 9 3]
18,14,[9 5 1 7 3 8 11 12 10 6 2 4 13]
19,-82,[8 11 4 1 10 13 9 5 12 3 6 2 7]
20,-201,[11 8 9 4 2 6 12 13 10 1 7 5 3]
21,86,[5 2 9 13 3 11 1 10 8 7 6 12 4]
22,140,[1 7 8 2 4 6 13 10 3 9 5 11 12]
23,21,[9 6 7 1 10 2 11 4 5 13 12 8 3]
24,191,[4 7 8 3 2 12 6 11 5 1 13 10 9]
25,-122,[8 11 12 9 5 1 3 2 4 7 13 6 10]
Iteration: 122
Team ,Score ,Strategy
1,234,[4 7 8 3 2 12 6 11 5 1 13 10 9]
2,224,[2 4 1 3 13 10 8 12 11 5 9 7 6]
3,145,[9 4 2 5 7 3 13 12 6 11 8 10 1]
4,115,[4 11 2 3 5 12 6 8 13 1 7 10 9]
5,123,[2 4 1 5 13 10 8 12 3 11 6 7 9]
6,340,[4 3 1 2 13 10 9 5 7 8 11 12 6]
7,69,[2 8 11 5 12 1 7 6 4 13 3 9 10]
8,98,[5 6 8 7 12 4 9 1 3 11 10 2 13]
9,-14,[10 6 3 12 5 1 2 4 13 11 8 7 9]
10,-186,[3 6 9 13 12 7 8 10 4 2 5 11 1]
11,-592,[8 13 12 9 10 11 5 3 1 6 4 7 2]
12,-118,[12 2 10 7 6 3 9 8 5 11 4 1 13]
13,165,[1 3 13 12 5 11 2 7 6 4 8 9 10]
14,332,[1 2 7 6 4 11 8 10 3 12 5 9 13]
15,198,[8 2 5 4 6 13 1 3 10 12 11 7 9]
16,-447,[11 10 13 9 6 3 12 2 8 5 7 1 4]
17,122,[6 7 3 9 5 11 2 4 13 8 12 1 10]
18,233,[3 5 6 9 8 7 4 11 2 13 12 1 10]
19,228,[1 7 9 4 2 10 8 13 5 12 6 11 3]
20,-307,[10 12 2 6 7 9 1 5 13 11 3 4 8]
21,-250,[13 11 1 12 8 6 5 9 7 3 4 2 10]
22,-372,[7 13 10 11 4 9 1 5 12 2 8 3 6]
23,-423,[9 12 13 11 6 5 4 10 7 2 8 3 1]
24,-51,[2 7 8 4 6 10 13 12 1 11 5 9 3]
25,134,[6 2 11 7 3 4 5 8 10 9 12 13 1]
Iteration: 123
Team ,Score ,Strategy
1,246,[2 4 1 3 13 10 8 12 11 5 9 7 6]
2,-176,[1 7 9 4 13 10 8 12 5 11 6 2 3]
3,315,[1 2 6 7 4 11 8 10 3 13 12 9 5]
4,-176,[1 7 9 4 13 10 8 12 5 11 6 2 3]
5,355,[4 3 1 2 13 10 9 5 11 8 12 7 6]
6,437,[2 3 1 4 13 10 8 5 11 9 7 12 6]
7,-79,[6 13 2 10 5 3 12 11 8 1 4 9 7]
8,52,[2 5 7 11 3 4 10 13 12 9 8 6 1]
9,-58,[7 2 6 12 11 9 10 4 5 1 8 3 13]
10,-158,[4 9 5 12 13 6 8 3 1 10 11 2 7]
11,47,[3 9 13 2 4 7 8 6 12 1 11 5 10]
12,-202,[12 1 9 4 11 13 2 3 7 8 10 6 5]
13,154,[4 7 5 6 3 13 10 1 11 12 8 9 2]
14,-70,[1 6 3 13 12 4 9 11 8 7 5 2 10]
15,-98,[1 10 12 13 6 2 3 7 4 8 5 9 11]
16,-53,[5 1 10 6 12 8 7 13 9 2 3 4 11]
17,57,[8 7 12 2 1 11 5 4 6 13 3 9 10]
18,-97,[13 9 3 2 7 8 12 1 6 5 11 10 4]
19,337,[10 1 6 2 5 7 9 4 13 11 3 12 8]
20,-16,[12 1 10 2 8 9 4 3 7 11 5 6 13]
21,-307,[6 5 3 12 13 9 4 11 8 7 2 10 1]
22,-423,[9 8 13 11 1 4 7 12 6 5 2 10 3]
23,-282,[9 5 10 11 13 1 4 3 7 8 2 6 12]
24,208,[4 6 11 3 8 1 2 9 13 10 7 12 5]
25,-13,[7 9 8 2 6 10 4 13 5 1 12 11 3]
Iteration: 124
Team ,Score ,Strategy
1,90,[4 6 11 3 8 1 2 9 13 10 7 12 5]
2,334,[2 1 6 4 13 7 9 5 10 11 3 12 8]
3,461,[2 1 6 3 5 7 9 4 11 10 13 12 8]
4,377,[1 2 6 7 4 9 8 10 3 13 11 12 5]
5,117,[2 3 1 5 13 10 9 12 11 8 4 7 6]
6,226,[4 1 6 2 13 10 9 5 3 11 12 7 8]
7,-25,[7 1 5 10 9 4 6 13 8 12 11 3 2]
8,-194,[10 8 9 5 2 4 11 12 6 13 1 3 7]
9,-341,[6 7 12 5 11 4 13 10 8 3 2 9 1]
10,151,[1 3 9 5 10 12 8 7 2 11 4 6 13]
11,-315,[11 10 6 13 4 1 12 8 3 5 2 9 7]
12,93,[4 3 7 10 9 8 6 5 12 11 2 1 13]
13,87,[3 8 12 7 11 6 10 2 1 5 4 13 9]
14,-310,[12 6 7 10 1 13 11 4 9 5 3 8 2]
15,75,[4 9 3 13 12 5 1 7 10 2 6 11 8]
16,184,[5 6 11 3 7 2 12 4 9 1 10 13 8]
17,-90,[5 4 9 8 12 7 3 13 11 1 10 2 6]
18,32,[1 4 12 6 13 11 10 2 9 3 5 8 7]
19,132,[7 6 5 4 13 2 1 12 11 8 3 10 9]
20,-463,[9 12 8 4 11 7 5 10 6 13 1 3 2]
21,-364,[12 13 3 6 2 11 4 10 8 9 5 7 1]
22,-182,[7 10 3 12 2 4 6 13 8 11 9 1 5]
23,-39,[13 7 1 11 3 8 12 4 2 10 5 6 9]
24,134,[8 3 6 5 13 2 7 9 4 12 1 11 10]
25,-170,[6 10 4 11 13 7 5 2 1 9 3 8 12]
Iteration: 125
Team ,Score ,Strategy
1,199,[1 3 9 5 10 12 8 7 2 11 4 6 13]
2,411,[2 1 6 4 13 7 9 5 10 11 12 3 8]
3,304,[1 3 6 7 4 12 8 10 9 11 13 2 5]
4,-296,[1 3 11 13 10 12 8 7 2 5 9 6 4]
5,151,[2 11 6 7 4 8 9 1 3 10 13 12 5]
6,242,[1 2 6 7 13 9 11 5 3 8 12 4 10]
7,-233,[12 2 7 3 10 1 13 9 8 6 11 5 4]
8,125,[6 10 11 2 1 4 7 5 9 8 3 12 13]
9,-282,[2 8 9 11 12 13 10 3 1 6 5 7 4]
10,-105,[10 3 9 5 12 2 1 11 7 6 8 13 4]
11,202,[4 3 2 10 9 11 6 1 8 5 13 12 7]
12,346,[4 2 8 3 1 6 9 12 10 7 13 11 5]
13,335,[4 3 1 10 9 13 2 7 5 11 12 6 8]
14,-55,[13 5 4 6 10 2 11 9 3 8 12 1 7]
15,-426,[11 4 9 8 7 12 13 6 5 10 1 2 3]
16,83,[8 9 2 4 1 11 3 12 7 5 10 13 6]
17,-47,[1 9 3 7 12 13 6 10 8 2 4 11 5]
18,-226,[9 12 6 7 11 5 3 4 13 2 1 10 8]
19,-42,[8 5 3 9 11 2 7 12 1 10 6 13 4]
20,-172,[7 12 3 2 8 10 4 13 9 1 11 6 5]
21,238,[9 3 11 7 1 5 2 8 4 10 13 12 6]
22,145,[2 9 4 3 7 12 8 1 10 13 6 11 5]
23,-205,[4 13 9 10 6 12 1 5 7 2 3 11 8]
24,-443,[12 11 10 9 6 8 3 4 2 5 7 1 13]
25,-249,[6 5 8 10 4 12 9 13 11 7 3 1 2]
Iteration: 126
Team ,Score ,Strategy
1,220,[9 3 11 7 1 5 2 8 4 10 13 12 6]
2,-331,[9 2 6 7 13 8 11 5 4 10 12 1 3]
3,96,[2 11 8 4 1 6 9 5 10 7 12 3 13]
4,90,[4 3 11 7 9 13 2 10 5 1 12 8 6]
5,96,[2 11 8 4 1 6 9 5 10 7 12 3 13]
6,248,[1 2 6 4 13 9 11 5 10 3 12 7 8]
7,-248,[5 8 13 11 4 9 3 6 10 12 7 1 2]
8,47,[2 7 4 13 9 12 6 8 3 11 1 5 10]
9,124,[3 5 6 2 13 10 12 11 1 8 7 9 4]
10,178,[6 9 11 7 4 1 2 5 3 8 13 12 10]
11,187,[5 4 7 1 9 2 13 12 6 10 8 11 3]
12,-172,[5 2 12 6 11 9 13 4 8 10 1 7 3]
13,-70,[4 9 3 10 8 11 12 7 13 2 1 6 5]
14,523,[2 5 1 3 9 8 4 12 10 6 13 11 7]
15,25,[1 12 2 10 4 8 9 5 6 3 11 7 13]
16,-230,[11 7 10 2 6 13 12 3 5 9 1 8 4]
17,-282,[13 12 9 3 8 1 7 10 4 11 5 2 6]
18,-119,[2 6 12 11 10 8 3 5 9 13 7 1 4]
19,-1,[1 9 5 13 10 11 12 2 7 4 3 8 6]
20,305,[8 3 5 1 2 7 12 9 10 4 6 11 13]
21,-98,[7 1 12 6 8 5 2 13 9 11 10 4 3]
22,-170,[13 6 5 10 2 9 7 12 11 8 1 3 4]
23,-292,[10 6 9 7 12 11 4 3 5 1 13 8 2]
24,175,[11 4 6 2 10 1 13 9 12 5 3 7 8]
25,-301,[4 6 13 11 8 10 9 5 7 12 1 2 3]
Iteration: 127
Team ,Score ,Strategy
1,145,[6 9 11 7 4 1 2 5 3 8 13 12 10]
2,440,[2 3 5 1 7 8 4 12 10 6 13 11 9]
3,217,[9 3 11 7 4 1 2 8 6 5 13 12 10]
4,41,[6 9 11 1 3 2 13 12 5 10 8 7 4]
5,412,[1 2 6 7 13 5 8 9 4 3 10 12 11]
6,-15,[1 4 6 5 9 11 13 12 10 3 8 7 2]
7,-469,[8 9 13 1 12 10 7 6 2 4 11 5 3]
8,162,[7 4 5 12 2 6 3 11 8 9 10 1 13]
9,-383,[13 8 6 11 12 3 9 4 5 10 1 2 7]
10,119,[4 11 2 3 9 10 5 8 7 1 12 13 6]
11,-61,[11 5 12 2 9 4 8 13 3 6 1 7 10]
12,-37,[9 10 6 1 13 7 4 3 8 11 2 12 5]
13,61,[1 7 4 13 5 6 10 11 12 3 2 9 8]
14,105,[3 7 10 1 6 5 13 2 11 8 12 9 4]
15,-535,[10 11 6 9 13 12 7 5 1 2 3 8 4]
16,-346,[12 1 9 10 13 11 2 8 3 4 7 6 5]
17,-233,[10 3 11 2 5 13 9 8 12 1 7 4 6]
18,-95,[6 5 1 9 10 7 13 11 8 12 4 2 3]
19,3,[7 9 1 4 2 12 10 8 13 6 5 11 3]
20,137,[11 3 1 12 8 4 6 7 2 9 5 13 10]
21,65,[9 3 6 4 11 1 8 12 13 2 7 5 10]
22,13,[1 12 2 4 11 7 13 5 6 8 10 9 3]
23,76,[5 1 8 13 9 2 4 12 11 10 3 6 7]
24,256,[6 9 7 3 5 2 11 12 4 8 1 13 10]
25,-78,[2 11 10 3 13 1 6 8 12 4 7 5 9]
Iteration: 128
Team ,Score ,Strategy
1,139,[6 9 11 7 4 1 2 5 3 8 13 12 10]
2,426,[2 3 11 7 4 1 9 5 6 8 13 12 10]
3,239,[7 3 11 10 4 6 2 8 1 5 13 12 9]
4,426,[2 3 11 7 4 1 9 5 6 8 13 12 10]
5,-170,[6 9 7 10 13 5 8 12 4 3 1 2 11]
6,233,[6 4 5 7 2 11 3 12 8 9 10 1 13]
7,-38,[11 13 1 6 7 9 3 5 4 2 10 12 8]
8,-125,[8 12 1 7 10 6 5 11 13 9 4 2 3]
9,4,[5 10 3 13 8 4 1 9 12 11 7 6 2]
10,13,[9 2 10 4 6 13 3 5 12 1 11 8 7]
11,-348,[13 8 12 11 9 1 3 5 6 10 4 7 2]
12,83,[2 6 8 4 13 1 11 3 12 10 9 5 7]
13,-246,[8 10 5 9 13 3 6 12 11 2 4 1 7]
14,65,[5 10 3 1 12 7 13 6 8 9 2 11 4]
15,-57,[13 7 1 12 5 3 11 8 6 9 2 10 4]
16,-165,[8 13 1 9 2 10 7 3 11 4 12 5 6]
17,22,[11 12 4 10 1 3 2 6 7 9 13 5 8]
18,-238,[10 12 6 5 7 2 13 8 3 9 4 11 1]
19,26,[2 4 13 5 12 6 7 1 11 10 8 9 3]
20,-257,[5 12 13 3 9 10 11 1 4 6 2 7 8]
21,-295,[5 12 10 13 4 3 8 7 9 2 11 6 1]
22,261,[3 6 1 11 2 12 5 7 4 8 10 9 13]
23,209,[1 10 6 2 4 9 13 8 5 11 12 7 3]
24,15,[6 2 11 8 5 9 1 13 3 12 10 4 7]
25,-222,[13 12 6 3 1 10 9 2 8 7 4 11 5]
Iteration: 129
Team ,Score ,Strategy
1,138,[1 10 6 2 4 9 13 8 5 11 12 7 3]
2,-3,[2 3 11 7 10 9 4 12 8 6 13 1 5]
3,300,[3 6 1 7 4 5 9 11 2 8 13 12 10]
4,253,[2 3 11 7 4 1 9 5 6 8 13 12 10]
5,253,[2 3 11 7 4 1 9 5 6 8 13 12 10]
6,-115,[1 10 8 11 4 9 13 7 5 6 2 3 12]
7,-2,[4 7 6 10 8 2 3 13 5 11 9 12 1]
8,469,[5 4 1 10 3 2 8 6 7 9 13 12 11]
9,45,[2 8 12 5 4 7 6 9 10 3 11 13 1]
10,-82,[8 4 12 10 2 11 1 9 6 3 5 13 7]
11,-100,[13 2 5 4 6 10 3 12 9 1 11 7 8]
12,54,[7 5 8 4 6 10 9 2 13 11 1 12 3]
13,-398,[13 12 3 7 8 10 4 11 6 2 1 5 9]
14,13,[9 7 4 1 3 13 5 8 6 2 10 12 11]
15,34,[10 2 4 13 7 6 1 5 11 9 8 3 12]
16,113,[4 1 6 13 10 8 7 2 9 3 11 5 12]
17,9,[8 2 13 6 9 5 1 10 7 4 11 3 12]
18,-194,[5 2 13 6 12 1 8 4 11 3 10 9 7]
19,-136,[6 9 1 12 13 2 11 7 4 8 3 5 10]
20,-230,[3 10 5 13 12 8 7 2 6 9 11 4 1]
21,-375,[10 11 13 2 9 1 6 3 4 8 5 12 7]
22,-173,[11 6 5 8 7 4 13 1 3 9 12 2 10]
23,113,[2 1 8 7 12 10 9 5 4 6 3 11 13]
24,300,[7 5 1 12 6 3 10 8 11 9 2 4 13]
25,-286,[9 5 13 7 3 10 4 6 1 12 8 11 2]
Iteration: 130
Team ,Score ,Strategy
1,144,[1 10 6 2 4 9 13 8 5 11 12 7 3]
2,179,[3 6 11 7 4 5 9 1 2 8 13 12 10]
3,82,[7 3 1 12 4 5 9 8 11 6 13 10 2]
4,281,[2 4 11 7 3 1 8 5 6 9 13 12 10]
5,179,[3 6 11 7 4 5 9 1 2 8 13 12 10]
6,466,[5 4 1 7 3 2 8 6 10 9 13 12 11]
7,-276,[10 7 11 5 1 8 6 12 4 13 3 9 2]
8,-229,[11 8 1 4 13 9 10 12 2 3 5 6 7]
9,309,[8 3 6 1 5 2 9 10 4 13 11 12 7]
10,-90,[11 2 7 6 9 1 12 3 13 10 4 5 8]
11,-106,[8 10 3 9 11 6 2 5 1 12 7 4 13]
12,-46,[3 13 7 1 6 8 2 12 11 4 9 10 5]
13,-214,[5 13 4 11 12 2 3 7 8 1 10 9 6]
14,-256,[5 4 7 13 12 8 9 3 1 6 11 2 10]
15,-109,[6 5 13 9 4 10 12 3 7 2 1 11 8]
16,77,[2 11 1 7 3 10 8 9 12 6 5 4 13]
17,159,[2 5 7 1 12 4 8 11 3 10 9 6 13]
18,-46,[2 5 12 13 4 1 7 8 6 10 11 9 3]
19,83,[1 7 10 5 6 8 13 4 9 12 2 3 11]
20,36,[2 4 8 12 9 11 10 1 3 5 6 7 13]
21,-307,[2 9 11 10 3 13 5 12 8 7 1 4 6]
22,-92,[6 2 8 9 7 11 12 4 1 13 10 5 3]
23,-76,[8 11 12 2 7 4 6 1 9 10 5 13 3]
24,-268,[10 9 2 11 12 7 4 1 5 6 13 8 3]
25,120,[4 9 10 6 8 2 11 5 7 1 3 12 13]
Iteration: 131
Team ,Score ,Strategy
1,301,[2 5 7 1 12 4 8 11 3 10 9 6 13]
2,115,[3 6 11 1 12 4 9 7 8 10 13 5 2]
3,551,[2 4 1 6 3 5 8 11 7 9 13 12 10]
4,74,[5 6 11 7 3 2 8 4 10 9 13 12 1]
5,100,[3 6 11 1 4 2 9 10 13 8 5 12 7]
6,100,[3 6 11 1 4 2 9 10 13 8 5 12 7]
7,-152,[12 1 13 3 4 2 11 6 10 7 5 9 8]
8,-434,[13 5 12 8 11 4 3 6 10 9 7 2 1]
9,-243,[3 12 7 10 11 6 9 8 4 13 5 2 1]
10,246,[9 6 5 2 12 4 3 1 10 11 8 13 7]
11,241,[6 9 3 1 10 4 2 5 12 11 7 8 13]
12,105,[1 4 3 11 9 13 2 6 7 8 5 12 10]
13,1,[6 3 5 1 13 11 8 12 2 4 7 10 9]
14,42,[3 6 5 8 12 9 4 10 2 13 11 7 1]
15,-361,[13 11 4 10 8 7 6 1 2 3 9 12 5]
16,-98,[9 5 2 4 12 13 1 7 8 11 3 10 6]
17,-6,[8 2 6 13 9 4 10 1 7 5 11 12 3]
18,68,[5 2 7 11 6 10 4 13 8 3 9 1 12]
19,-290,[6 3 12 11 13 8 1 4 2 9 5 10 7]
20,-196,[10 5 13 8 2 6 12 4 3 7 11 1 9]
21,55,[3 1 6 11 9 13 8 2 7 12 5 4 10]
22,83,[8 6 12 5 2 7 1 13 4 10 9 3 11]
23,-309,[13 7 12 8 4 1 11 5 2 3 10 6 9]
24,224,[2 12 3 9 1 4 6 8 5 7 11 10 13]
25,-217,[11 12 5 2 6 13 4 1 9 10 7 8 3]
Iteration: 132
Team ,Score ,Strategy
1,64,[3 6 11 1 12 4 9 7 8 10 13 5 2]
2,279,[2 12 3 1 10 4 6 8 5 7 11 9 13]
3,551,[2 4 3 9 1 5 8 6 7 11 13 12 10]
4,490,[2 6 5 1 3 4 8 11 10 9 13 12 7]
5,250,[6 9 3 2 12 4 5 1 10 11 7 13 8]
6,272,[9 12 3 2 1 4 7 6 5 11 8 10 13]
7,175,[1 12 5 10 3 7 11 8 4 9 2 6 13]
8,-391,[11 12 7 13 9 5 2 6 1 4 3 8 10]
9,167,[9 3 4 1 2 12 13 5 11 7 10 6 8]
10,-443,[11 5 10 9 13 3 7 12 2 8 4 1 6]
11,244,[6 10 4 1 11 3 2 13 9 12 5 7 8]
12,-215,[8 13 7 4 10 9 2 6 11 12 5 1 3]
13,233,[1 2 10 13 3 8 11 7 5 9 4 6 12]
14,174,[2 11 4 7 12 5 13 1 3 10 6 9 8]
15,-355,[8 11 5 7 6 13 10 12 3 9 2 4 1]
16,83,[11 4 7 2 1 10 6 9 8 5 12 13 3]
17,-157,[10 4 6 13 9 2 11 1 7 12 8 3 5]
18,-242,[3 8 13 9 2 12 5 7 10 6 11 4 1]
19,-182,[12 5 11 2 4 13 9 3 6 8 10 1 7]
20,-580,[10 12 9 13 5 8 7 6 11 2 3 1 4]
21,-149,[9 11 4 2 10 12 7 8 1 13 3 6 5]
22,-22,[11 5 4 1 9 12 13 7 2 3 8 10 6]
23,-374,[13 9 12 4 1 11 10 5 3 7 2 6 8]
24,84,[12 11 4 3 1 5 8 7 2 10 13 9 6]
25,44,[3 5 9 7 10 11 8 6 1 13 4 2 12]
Iteration: 133
Team ,Score ,Strategy
1,88,[6 10 4 1 11 3 2 13 9 12 5 7 8]
2,538,[2 9 3 1 5 4 8 11 10 6 7 12 13]
3,351,[9 6 3 2 1 4 7 11 5 8 13 10 12]
4,2,[6 9 4 1 11 13 5 3 10 12 7 2 8]
5,63,[2 12 3 1 11 4 8 10 5 7 13 9 6]
6,315,[6 9 3 2 12 4 5 1 8 11 7 13 10]
7,-175,[7 4 12 2 9 10 1 11 6 8 3 13 5]
8,237,[8 3 1 6 4 2 5 10 9 11 12 13 7]
9,41,[9 6 3 1 7 12 8 4 5 10 11 13 2]
10,47,[7 8 1 12 5 3 10 2 13 6 4 9 11]
11,116,[1 8 11 9 7 5 2 3 6 13 12 4 10]
12,-178,[9 2 13 10 5 6 7 8 12 4 1 3 11]
13,-465,[13 7 11 9 10 3 2 12 1 4 5 8 6]
14,-424,[8 5 9 13 12 3 7 11 4 1 10 6 2]
15,-138,[9 7 6 10 3 4 8 13 2 1 12 11 5]
16,-331,[12 2 11 10 7 3 13 4 9 8 5 1 6]
17,322,[2 1 9 5 4 3 11 7 10 6 13 12 8]
18,57,[6 12 8 3 1 2 7 5 13 9 4 11 10]
